"","Year","State","what","domain1","domain2","dc1","dc2","dc_detail","Value","unit"
"1321",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","1.7","NUMBER"
"1322",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","1.4","NUMBER"
"1323",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUOPYRAM = 80302)","1.2","NUMBER"
"1324",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","1.3","NUMBER"
"1325",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FOSETYL-AL = 123301)","(D)","NUMBER"
"1326",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (IPRODIONE = 109801)","(D)","NUMBER"
"1327",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","NUMBER"
"1328",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","1.5","NUMBER"
"1329",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","1.6","NUMBER"
"1330",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","1.3","NUMBER"
"1331",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)","1.1","NUMBER"
"1332",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POTASSIUM BICARBON. = 73508)","1.5","NUMBER"
"1333",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PROPICONAZOLE = 122101)","2","NUMBER"
"1334",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","1.8","NUMBER"
"1335",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","1.2","NUMBER"
"1336",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (QUINOLINE = 55459)","1.2","NUMBER"
"1337",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (STREPTOMYCES LYDICUS = 6327)","(D)","NUMBER"
"1338",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","2.6","NUMBER"
"1339",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","1.5","NUMBER"
"1340",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","1.3","NUMBER"
"1341",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","2.1","NUMBER"
"1342",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)","1.3","NUMBER"
"1343",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","1.6","NUMBER"
"1344",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (FLUMIOXAZIN = 129034)","1.1","NUMBER"
"1345",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","NUMBER"
"1346",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE POT. SALT = 103613)","(D)","NUMBER"
"1347",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (NAPROPAMIDE = 103001)","(D)","NUMBER"
"1348",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (OXYFLUORFEN = 111601)","1","NUMBER"
"1349",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PENDIMETHALIN = 108501)","1.4","NUMBER"
"1350",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (SULFENTRAZONE = 129081)","(D)","NUMBER"
"1351",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","1.4","NUMBER"
"1352",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACEQUINOCYL = 6329)","1.2","NUMBER"
"1353",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","1.4","NUMBER"
"1354",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (AZADIRACHTIN = 121701)","1.9","NUMBER"
"1355",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","1.3","NUMBER"
"1356",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","1.7","NUMBER"
"1357",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)","1.2","NUMBER"
"1358",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","2.3","NUMBER"
"1359",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI SA-11 = 6519)","1.1","NUMBER"
"1360",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT SUB AIZAWAI GC-91 = 6426)","(D)","NUMBER"
"1361",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BUPROFEZIN = 275100)","(D)","NUMBER"
"1362",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)","NUMBER"
"1363",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CARBARYL = 56801)","(D)","NUMBER"
"1364",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","1.2","NUMBER"
"1365",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORPYRIFOS = 59101)","(D)","NUMBER"
"1366",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","1.1","NUMBER"
"1367",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYANTRANILIPROLE = 90098)","(D)","NUMBER"
"1368",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)"," "," ","1.3","NUMBER"
"1369",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (DIAZINON = 57801)","(D)","NUMBER"
"1370",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (EMAMECTIN BENZOATE = 122806)","(D)","NUMBER"
"1371",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ETOXAZOLE = 107091)","(D)","NUMBER"
"1372",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENBUTATIN-OXIDE = 104601)","(D)","NUMBER"
"1373",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPROPATHRIN = 127901)","1.4","NUMBER"
"1374",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","1.2","NUMBER"
"1375",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLONICAMID = 128016)","1.3","NUMBER"
"1376",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLUPYRADIFURONE = 122304)","1.4","NUMBER"
"1377",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","1.2","NUMBER"
"1378",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (IMIDACLOPRID = 129099)","1.3","NUMBER"
"1379",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (LAMBDA-CYHALOTHRIN = 128897)","(D)","NUMBER"
"1380",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","1.7","NUMBER"
"1381",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (METHOXYFENOZIDE = 121027)","1.2","NUMBER"
"1382",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","1.2","NUMBER"
"1383",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL = 25006)","(D)","NUMBER"
"1384",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)","1.7","NUMBER"
"1385",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","1.6","NUMBER"
"1386",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)","(D)","NUMBER"
"1387",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (POTASSIUM SALTS = 79021)","(D)","NUMBER"
"1388",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRETHRINS = 69001)","2.5","NUMBER"
"1389",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRIPROXYFEN = 129032)","(D)","NUMBER"
"1390",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","1.2","NUMBER"
"1391",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINOSAD = 110003)","1.2","NUMBER"
"1392",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","1.3","NUMBER"
"1393",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROTETRAMAT = 392201)","(D)","NUMBER"
"1394",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SULFOXAFLOR = 5210)","(D)","NUMBER"
"1395",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","1.4","NUMBER"
"1396",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","NUMBER"
"1397",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(D)","NUMBER"
"1398",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(D)","NUMBER"
"1399",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (BT KURSTAKI SA-12 = 6518)","(D)","NUMBER"
"1400",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPRIC ACID = 128955)","(D)","NUMBER"
"1401",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPRYLIC ACID = 128919)","(D)","NUMBER"
"1402",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","1.1","NUMBER"
"1403",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","1","NUMBER"
"1404",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (FLUTRIAFOL = 128940)","1.1","NUMBER"
"1405",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (GLIOCLADIUM VIRENS = 129000)","(D)","NUMBER"
"1406",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (IRON PHOSPHATE = 34903)","(D)","NUMBER"
"1407",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METALDEHYDE = 53001)","(D)","NUMBER"
"1408",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METAM-POTASSIUM = 39002)","(D)","NUMBER"
"1409",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METAM-SODIUM = 39003)","(D)","NUMBER"
"1410",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (PAECILOMYCES FUMOSOR = 115002)","(D)","NUMBER"
"1411",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (POTASSIUM SILICATE = 72606)","(D)","NUMBER"
"1412",2018,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","1.4","NUMBER"
"1413",2018,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (NITROGEN)"," ","16.9","NUMBER"
"1414",2018,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (PHOSPHATE)"," ","11.8","NUMBER"
"1415",2018,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (POTASH)"," ","13.2","NUMBER"
"1416",2018,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (SULFUR)"," ","10.2","NUMBER"
"1417",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (AZOXYSTROBIN = 128810)","10","PCT OF AREA BEARING"
"1418",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","(D)","PCT OF AREA BEARING"
"1419",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","14","PCT OF AREA BEARING"
"1420",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS PUMILUS = 6485)","(D)","PCT OF AREA BEARING"
"1421",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBTILIS = 6479)","1","PCT OF AREA BEARING"
"1422",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BLAD = 30006)","(D)","PCT OF AREA BEARING"
"1423",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BORAX DECAHYDRATE = 11102)","(D)","PCT OF AREA BEARING"
"1424",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BOSCALID = 128008)","9","PCT OF AREA BEARING"
"1425",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","41","PCT OF AREA BEARING"
"1426",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER HYDROXIDE = 23401)","(D)","PCT OF AREA BEARING"
"1427",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER OCTANOATE = 23306)","(D)","PCT OF AREA BEARING"
"1428",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYFLUFENAMID = 555550)","6","PCT OF AREA BEARING"
"1429",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","30","PCT OF AREA BEARING"
"1430",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DIFENOCONAZOLE = 128847)","(D)","PCT OF AREA BEARING"
"1431",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","9","PCT OF AREA BEARING"
"1432",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","30","PCT OF AREA BEARING"
"1433",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUOPYRAM = 80302)","32","PCT OF AREA BEARING"
"1434",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","14","PCT OF AREA BEARING"
"1435",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FOSETYL-AL = 123301)","(D)","PCT OF AREA BEARING"
"1436",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (IPRODIONE = 109801)","(D)","PCT OF AREA BEARING"
"1437",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","PCT OF AREA BEARING"
"1438",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","8","PCT OF AREA BEARING"
"1439",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","18","PCT OF AREA BEARING"
"1440",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","20","PCT OF AREA BEARING"
"1441",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)","15","PCT OF AREA BEARING"
"1442",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POTASSIUM BICARBON. = 73508)","12","PCT OF AREA BEARING"
"1443",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PROPICONAZOLE = 122101)","12","PCT OF AREA BEARING"
"1444",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","21","PCT OF AREA BEARING"
"1445",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","10","PCT OF AREA BEARING"
"1446",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (QUINOLINE = 55459)","23","PCT OF AREA BEARING"
"1447",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (STREPTOMYCES LYDICUS = 6327)","(D)","PCT OF AREA BEARING"
"1448",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","64","PCT OF AREA BEARING"
"1449",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","19","PCT OF AREA BEARING"
"1450",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","4","PCT OF AREA BEARING"
"1451",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","13","PCT OF AREA BEARING"
"1452",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TOTAL)","71","PCT OF AREA BEARING"
"1453",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)","37","PCT OF AREA BEARING"
"1454",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","13","PCT OF AREA BEARING"
"1455",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (FLUMIOXAZIN = 129034)","4","PCT OF AREA BEARING"
"1456",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","PCT OF AREA BEARING"
"1457",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE POT. SALT = 103613)","(D)","PCT OF AREA BEARING"
"1458",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (NAPROPAMIDE = 103001)","(D)","PCT OF AREA BEARING"
"1459",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (OXYFLUORFEN = 111601)","6","PCT OF AREA BEARING"
"1460",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PENDIMETHALIN = 108501)","4","PCT OF AREA BEARING"
"1461",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (SULFENTRAZONE = 129081)","(D)","PCT OF AREA BEARING"
"1462",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (TOTAL)","7","PCT OF AREA BEARING"
"1463",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","22","PCT OF AREA BEARING"
"1464",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACEQUINOCYL = 6329)","10","PCT OF AREA BEARING"
"1465",2018,"CALIFORNIA","BEARING - TREATED","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","20","PCT OF AREA BEARING"
